text,Class,clean_text
"""@Wind_Desika බොරු කියන්න ඕනෙ නැ බ්‍රෑන්ඩඩ් ඒව ගන්නෙ හම්බ කරන නිස... සිරාවටම කොලිටි!   ටිම්බර්ලෑන්ඩ් දෙක මරෙනකන්ම තියාගන්න පුලුවන්න්""",Neutral,""" බොරු කියන්න ඕනෙ නැ බ්රෑන්ඩඩ් ඒව ගන්නෙ හම්බ කරන නිස... සිරාවටම කොලිටි! ටිම්බර්ලෑන්ඩ් දෙක මරෙනකන්ම තියාගන්න පුලුවන්න්"""
"""BBC News සිංහල - ඔස්ට්‍රේලියාව: ලෝකයේ අවධානය දිනූ අයෝමය කැන්ගරු 'රොජර්' මිය යයි https://t.co/c7LmhTPuLt""",Neutral,"""BBC News සිංහල - ඔස්ට්රේලියාව: ලෝකයේ අවධානය දිනූ අයෝමය කැන්ගරු 'රොජර්' මිය යයි"
"""RT @IndrajithLk: ""ඝරසරප"" සම්පුර්ණ සිංහල චිත්‍රපටය.  පහළ තියෙන link එකෙන් download කරගන්න. යාළුවන්වත් mention කරල එයාලටත්, මේ link එක දෙන්න.…""",Neutral,"""RT ""ඝරසරප"" සම්පුර්ණ සිංහල චිත්රපටය. පහළ තියෙන link එකෙන් download කරගන්න. යාළුවන්වත් mention කරල එයාලටත්, මේ link එක දෙන්න.…"""
"""@Suvi_DimpleGirl අම්ම ගෙදරින් එලවයි 😂😂😂""",Neutral,""" අම්ම ගෙදරින් එලවයි """
"""RT @ajithperakum: ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත @prajalanka ඉරනමඩු වැව, ඩඩ්ලි සහ මෛත්‍රී  https:…""",Neutral,"""RT ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත ඉරනමඩු වැව, ඩඩ්ලි සහ මෛත්රී"
"""RT @ApiWenuwen: @Welikumbura @Neetwit ඔවු සමහරවිට. මොකද මේකේ පැහැදිලි ඉල්ලක්කය සිංහල #Buddhist මෝඩයෙක් කිරීමයි. මොකද මේ වැඩේ ඕනෙම කෙනෙකුට…""",Neutral,"""RT ඔවු සමහරවිට. මොකද මේකේ පැහැදිලි ඉල්ලක්කය සිංහල මෝඩයෙක් කිරීමයි. මොකද මේ වැඩේ ඕනෙම කෙනෙකුට…"""
"""@SLchathu පලයං දකුණු ඉන්දියාවට""",Hatespeech,""" පලයං දකුණු ඉන්දියාවට"""
"""@imsweetpotato ආ ට්‍රැෆික් තියෙන පාරක් හම්බ වෙලා :D""",Neutral,""" ආ ට්රැෆික් තියෙන පාරක් හම්බ වෙලා :D"""
"""RT @RathuMakaraFM_: අද නඳුන් උයනට සම වැදෙන්න හරියටම රෑ 8 වෙනකොට #රතුමකරාFM වෙත ගොඩ වැදෙන්න @nadun97 එනවා #NadunUyana අරන් ඔයාලව හම්බ වෙන්න.…""",Neutral,"""RT අද නඳුන් උයනට සම වැදෙන්න හරියටම රෑ 8 වෙනකොට වෙත ගොඩ වැදෙන්න එනවා අරන් ඔයාලව හම්බ වෙන්න.…"""
"""👀😜😜👉බොහොම අමාරුවෙන් හොයලා හොයලා හම්බ උනා ඩයල් එක😜😜😆😆😆😄😄😄🤣🤣👇👇👇👇👇 https://t.co/QHPXlFV3RB""",Neutral,"""බොහොම අමාරුවෙන් හොයලා හොයලා හම්බ උනා ඩයල් එක"
"""බස් එකේ ඩ්රයිවර් බහිද්දි අහනවා ටීචර් ගොඩක් සල්ලි තියනවද කියලා? මන්  ඇහුවා ඇයි එහෙම අහන්නෙ කියලා.  නෑ ඉතින් නිවාඩු කාලෙත් ක්ලාස් කරලා හම්බ කරනවානේ ලූ. මට ඉතින් දෙය්යනේ සල්ලී තියනව නම් මේම  බස් එකේ යනවද. ගන්නවනේ හෙලිකොප්ටරයක් කියලා කියන්න හිතුනට කිව්වෙ නෑ ඉතින් 😂""",Neutral,"""බස් එකේ ඩ්රයිවර් බහිද්දි අහනවා ටීචර් ගොඩක් සල්ලි තියනවද කියලා? මන් ඇහුවා ඇයි එහෙම අහන්නෙ කියලා. නෑ ඉතින් නිවාඩු කාලෙත් ක්ලාස් කරලා හම්බ කරනවානේ ලූ. මට ඉතින් දෙය්යනේ සල්ලී තියනව නම් මේම බස් එකේ යනවද. ගන්නවනේ හෙලිකොප්ටරයක් කියලා කියන්න හිතුනට කිව්වෙ නෑ ඉතින් """
"""@uzumakilahiru @SHINE53969071 අනිත් එක Mcleren P1 හම්බ වෙන්නෙ Garage Level 8 Max වල....හිතනවද Garage Level 8 Max යන්න ලේසියි කියලා....ලොකුකම් තියෙන Noob කෙනෙක්ට වත් යන්න බැහැ....""",Neutral,""" අනිත් එක Mcleren P1 හම්බ වෙන්නෙ Garage Level 8 Max වල....හිතනවද Garage Level 8 Max යන්න ලේසියි කියලා....ලොකුකම් තියෙන Noob කෙනෙක්ට වත් යන්න බැහැ...."""
"""මං අනිත් දවසේ අත හෝදන්නේ මෙහෙම. මගෙත් එක්ක මෙහෙම අත හෝදන්න කැමති කට්ටිය ඉන්නවනම් ඉන්බොක්ස් කර අමතන්න. (අවුරුද්දකට පස්සේ උත්තර ලැබෙන එක වෙනම කතාවක්) ගැහැණු පිරිමි භේදයක් නෑ (අත හෝදන්නනෙ හුත්ත හැමිණෙන්න නෙමෙයි... https://t.co/gRa7DJjEKm""",Hatespeech,"""මං අනිත් දවසේ අත හෝදන්නේ මෙහෙම. මගෙත් එක්ක මෙහෙම අත හෝදන්න කැමති කට්ටිය ඉන්නවනම් ඉන්බොක්ස් කර අමතන්න. (අවුරුද්දකට පස්සේ උත්තර ලැබෙන එක වෙනම කතාවක්) ගැහැණු පිරිමි භේදයක් නෑ (අත හෝදන්නනෙ හුත්ත හැමිණෙන්න නෙමෙයි..."
"""කදිම නිර්මාණයක්. ""ඉතින් සහෝදරවරුණේ"" කාව්‍ය සංග්‍රහයේ අඩංගු කාව්‍යයත් මෙවැනිම රසයක් ගෙන දුන්නා. සිංහල කවියට මම පෙම් බැන්දේ සන්දේශ කාව්‍යන් නිසාවත්, ජනකවි නිසාවත් නොවෙයි, ඉතින් සහෝදරවරුණේ කාව්‍යය... https://t.co/R9n9q9uLFq""",Neutral,"""කදිම නිර්මාණයක්. ""ඉතින් සහෝදරවරුණේ"" කාව්ය සංග්රහයේ අඩංගු කාව්යයත් මෙවැනිම රසයක් ගෙන දුන්නා. සිංහල කවියට මම පෙම් බැන්දේ සන්දේශ කාව්යන් නිසාවත්, ජනකවි නිසාවත් නොවෙයි, ඉතින් සහෝදරවරුණේ කාව්යය..."
"""2019 ලග්න පලාපල සහ ඔබේ ලග්නයට අනුව ශුභ අශුභ හා සුදුසු වත් පිලිවෙත් කියවන්න - https://t.co/TkeLLUCtnq  මේෂ ලග්නය - මිශ‍්‍රපල යෙදෙන වසරකි. වෘෂභ ලග්නය - වියදමි යෙදෙන වසරකි. මිතුන ලග්නය. - මිශ‍්‍රපල හිමි වේ කටක ලග්නය - පැවති කරදර බාධා ඉවත්වේ සිංහ ලග්නය -... https://t.co/TkeLLUCtnq""",Neutral,"""2019 ලග්න පලාපල සහ ඔබේ ලග්නයට අනුව ශුභ අශුභ හා සුදුසු වත් පිලිවෙත් කියවන්න - මේෂ ලග්නය - මිශ්රපල යෙදෙන වසරකි. වෘෂභ ලග්නය - වියදමි යෙදෙන වසරකි. මිතුන ලග්නය. - මිශ්රපල හිමි වේ කටක ලග්නය - පැවති කරදර බාධා ඉවත්වේ සිංහ ලග්නය -..."
"""සිංහල අක්කලා නංගිලා ටික පොඩි වෙලාවක් වැය කරල කියවලා බලන්න.  මට මුණ ගැහුණා අම්මා කෙනෙකුයි තාත්තා කෙනෙකුයි දුවෙකුයි..  ලස්සන සිංහල නංගි කෙනෙක්.. මුස්ලිම් තරුණයෙක් එක්ක සම්බන්ධයක් ඇති… https://t.co/dLxWZpY60a""",Neutral,"""සිංහල අක්කලා නංගිලා ටික පොඩි වෙලාවක් වැය කරල කියවලා බලන්න. මට මුණ ගැහුණා අම්මා කෙනෙකුයි තාත්තා කෙනෙකුයි දුවෙකුයි.. ලස්සන සිංහල නංගි කෙනෙක්.. මුස්ලිම් තරුණයෙක් එක්ක සම්බන්ධයක් ඇති…"
"""@Rasthiyaduwa හැමදාම හැමදේම හංගන් ඉන්න බෑ හිටියත් වැඩකුත් නෑ,ඒ දේවල් කවදහරි ඉබේටම විනාස වෙනවා බුද්ද දර්ශනේ හැටියට... අපි තාම සීගිරියේ මතුපිට සිංහ කකුල්,චිත්‍ර එක්ක ගැටෙනවා ගර්භය ඇතුලේ දහසකුත් දේ හංගගෙන....""",Neutral,""" හැමදාම හැමදේම හංගන් ඉන්න බෑ හිටියත් වැඩකුත් නෑ,ඒ දේවල් කවදහරි ඉබේටම විනාස වෙනවා බුද්ද දර්ශනේ හැටියට... අපි තාම සීගිරියේ මතුපිට සිංහ කකුල්,චිත්ර එක්ක ගැටෙනවා ගර්භය ඇතුලේ දහසකුත් දේ හංගගෙන...."""
"""නැගෙනහිර වසර දහයක පහළොවක කාලයකදීවත් යළිත් සන්නද්ධ අරගලයක් ඇතිවිය   හැකි  පසුබිමක් නොමැත. දෙමළ ජනතාව මෙවර සිය  අයිතීන් දිනාගැනීමේ සටන දියත්   කරන්නේ ව්‍යවස්ථාව තුලින් ය. එය ප්‍රජාතාන්ත්‍රික අරගලයකි. අවි අතට ගත්   දෙමළ සන්නද්ධ දේශපාලන කණ්ඩායම් කිසිවක් උතුරු නැගෙනහිර නොමැත .කවුරුන්""",Neutral,"""නැගෙනහිර වසර දහයක පහළොවක කාලයකදීවත් යළිත් සන්නද්ධ අරගලයක් ඇතිවිය හැකි පසුබිමක් නොමැත. දෙමළ ජනතාව මෙවර සිය අයිතීන් දිනාගැනීමේ සටන දියත් කරන්නේ ව්යවස්ථාව තුලින් ය. එය ප්රජාතාන්ත්රික අරගලයකි. අවි අතට ගත් දෙමළ සන්නද්ධ දේශපාලන කණ්ඩායම් කිසිවක් උතුරු නැගෙනහිර නොමැත .කවුරුන්"""
"""BBC News සිංහල - ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: ජනපති මෛත්‍රීපාල සිරිසේනගේ මානසික සෞඛ්‍යය ගැන අභියාචනාධිකරණයට පෙත්සමක් https://t.co/0hdAfJEPEY""",Neutral,"""BBC News සිංහල - ශ්රී ලංකාවේ දේශපාලන අර්බුදය: ජනපති මෛත්රීපාල සිරිසේනගේ මානසික සෞඛ්යය ගැන අභියාචනාධිකරණයට පෙත්සමක්"
"""@HarshadeSilvaMP @MaithripalaS @RW_UNP @USAmbSLM @USAmbKeshap හර්ශ මචං, එතකොට ඔය grant එක දුන්නේ UNP එකටද නැත්තන් රටක් හැටියට ලංකාවටද? අනේ පලයන් බන් යන්න. වොල්ස්වැගන් ගස් ගෙම්බා""",Hatespeech,""" හර්ශ මචං, එතකොට ඔය grant එක දුන්නේ UNP එකටද නැත්තන් රටක් හැටියට ලංකාවටද? අනේ පලයන් බන් යන්න. වොල්ස්වැගන් ගස් ගෙම්බා"""
"""එ ජා පෙරමුණේ පරාජය  එ ජා පෙරමුණට දෙමළ ජාතික සංධානයට හා  ඔවුන්ගේ අතවැසි ජ වි පෙරමුණට දැන් ඉතිරි ව ඇත්තේ බටහිරයන්ගේ පිහිට පමණයි. අද ඔවුන් ගඩාෆිට වුණු දේ ගැන කතා කරන්නෙ වෙනත් ක්‍රමයක් නැති නිසයි. අනුර කුමාර... https://t.co/AH4j396KzD""",Neutral,"""එ ජා පෙරමුණේ පරාජය එ ජා පෙරමුණට දෙමළ ජාතික සංධානයට හා ඔවුන්ගේ අතවැසි ජ වි පෙරමුණට දැන් ඉතිරි ව ඇත්තේ බටහිරයන්ගේ පිහිට පමණයි. අද ඔවුන් ගඩාෆිට වුණු දේ ගැන කතා කරන්නෙ වෙනත් ක්රමයක් නැති නිසයි. අනුර කුමාර..."
"""ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත @prajalanka ඉරනමඩු වැව, ඩඩ්ලි සහ මෛත්‍රී  https://t.co/gEXLFF0A4W https://t.co/22GoF25jko""",Neutral,"""ජනාධිපති ඉරනමඩු වැවේ පැරණි ඵලකයක් කඩා බිඳ දැම්මා ය කියන කතාවේ ඇත්ත නැත්ත ඉරනමඩු වැව, ඩඩ්ලි සහ මෛත්රී"
"""හැමදාම කට කැඩෙනකම් උගුර ලේ රහ වෙනකම් ඇස්වල කඳුලු එනකම් කෑගහලා ""ඉස්සරහටම පලයන් පස්සටනම් අඩියක්වත් තියන්නෙපා මොනා උනත්"" කියලා දිරි දුන්නෙ ලේ කිරි කරලා පොවපු අම්මයි යකඩ පාගලා රට වටේ කරක් ගහලා ගෙදර අඩුපාඩු පුරවපු තාත්තයි ඉරිච්ච ඩෙනිමයි කාකි සර්ට් එකයි ඇදගෙන ඉදපු කොන්දොස්තරයයි විතරයි.""",Neutral,"""හැමදාම කට කැඩෙනකම් උගුර ලේ රහ වෙනකම් ඇස්වල කඳුලු එනකම් කෑගහලා ""ඉස්සරහටම පලයන් පස්සටනම් අඩියක්වත් තියන්නෙපා මොනා උනත්"" කියලා දිරි දුන්නෙ ලේ කිරි කරලා පොවපු අම්මයි යකඩ පාගලා රට වටේ කරක් ගහලා ගෙදර අඩුපාඩු පුරවපු තාත්තයි ඉරිච්ච ඩෙනිමයි කාකි සර්ට් එකයි ඇදගෙන ඉදපු කොන්දොස්තරයයි විතරයි."""
"""උදාරයාගේ සාහිත්‍යිකභාවයට විවරණ දුන්නේ සිංහල සාහිත්‍යය හා සමාජ අධ්‍යයනය ගුරු මෑණිවරුය. පීඩාවට පත්වූවෝ ගිණුම් අංශයට මා බඳවාගත් ආයතන පරිපාලකයෝය. 😊""",Neutral,"""උදාරයාගේ සාහිත්යිකභාවයට විවරණ දුන්නේ සිංහල සාහිත්යය හා සමාජ අධ්යයනය ගුරු මෑණිවරුය. පීඩාවට පත්වූවෝ ගිණුම් අංශයට මා බඳවාගත් ආයතන පරිපාලකයෝය. """
"""@DeV_DaZ ඒක නවත්තන්න බෑ 😂 බඩ පිම්බෙනවා ගෑස් එකට. ඒ නිසා තමයි කීවේ දැම්ම බෙහෙත් ගන්න කියලා. සිංහල බෙහෙත් වලට නං වැඩි නොවී තියාගන්න පුළුවන්. 100%ක් හොඳ වුණ කෙනෙක් නං හම්බෙලා නෑ.""",Neutral,""" ඒක නවත්තන්න බෑ බඩ පිම්බෙනවා ගෑස් එකට. ඒ නිසා තමයි කීවේ දැම්ම බෙහෙත් ගන්න කියලා. සිංහල බෙහෙත් වලට නං වැඩි නොවී තියාගන්න පුළුවන්. 100%ක් හොඳ වුණ කෙනෙක් නං හම්බෙලා නෑ."""
"""රනිල් වික්‍රමසිංහ මහතාට විශ්වාසය පල කිරිමේ යෝජනාව සම්මතයි.. https://t.co/tmLrjBr1W1 #lka""",Neutral,"""රනිල් වික්රමසිංහ මහතාට විශ්වාසය පල කිරිමේ යෝජනාව සම්මතයි.."
"""RT @bbcsinhala: ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස https://t.co/M8I1NBUzqE""",Neutral,"""RT ශ්රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස"
"""ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස https://t.co/2i1nfGihfj""",Neutral,"""ශ්රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස"
"""රනිල්ට සහාය පල කිරිමේ යෝජනාව ජවිපෙට අදාළ නෑ https://t.co/K8OxNrMswo #lka""",Neutral,"""රනිල්ට සහාය පල කිරිමේ යෝජනාව ජවිපෙට අදාළ නෑ"
"""බිලක් දෙන්න බැරි කස්ටෙක්ගෙන් තේ සංග්‍රහයක් https://t.co/i6WfFbKep2""",Neutral,"""බිලක් දෙන්න බැරි කස්ටෙක්ගෙන් තේ සංග්රහයක්"
"""ඉල්ලන දෙයක් දෙන්නම් මට සහය දෙන්න : TNA හමුවේ සිරිසේන ඉල්ලලා! https://t.co/flib21fRPx""",Neutral,"""ඉල්ලන දෙයක් දෙන්නම් මට සහය දෙන්න : TNA හමුවේ සිරිසේන ඉල්ලලා!"
"""රනිල්ට සහාය දෙන්න එපා - මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth https://t.co/dJUa48tBNhරනිල්ට-සහාය-දෙන්න-එපා-මෛත/""",Neutral,"""රනිල්ට සහාය දෙන්න එපා - මෛත්රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth"
"""@NightWingzzz @lishwebber @Nimezzz මොකක් හරි නාට්‍යයක් තියෙන්නත් එපැයි ඉතින් මේකෙ ඉන්න උන්දැලාට දවස-සතිය ගෙවාගන්න 😂""",Neutral,""" මොකක් හරි නාට්යයක් තියෙන්නත් එපැයි ඉතින් මේකෙ ඉන්න උන්දැලාට දවස-සතිය ගෙවාගන්න """
"""පාර්ලිමේන්තුව  රැස් වේ පොදු පෙරමුණු මන්ත්‍රීන් 6 වන දිනටත් වර්ජනයේ  රනිල්ට විශ්වාසය පල කිරීමේ යෝජනාවක් අද දින යෝජනාවට හා ජන්දයට""",Neutral,"""පාර්ලිමේන්තුව රැස් වේ පොදු පෙරමුණු මන්ත්රීන් 6 වන දිනටත් වර්ජනයේ රනිල්ට විශ්වාසය පල කිරීමේ යෝජනාවක් අද දින යෝජනාවට හා ජන්දයට"""
"""RT @Hazii_lak: #මගේනම්මගේ වෙන කාටවත් දෙන්න එපා නත්තල් සීයේ... 😂😂 https://t.co/qZyNN9NZpJ""",Neutral,"""RT වෙන කාටවත් දෙන්න එපා නත්තල් සීයේ..."
"""@Dilshansamitha_ @FriendsGammadda @Chandhi_Surangi ආපෝ ඒමද..ඔය දෙන්න වෙනම යන්න එනම්😂😬""",Neutral,""" ආපෝ ඒමද..ඔය දෙන්න වෙනම යන්න එනම්"""
"""කොච්චර මැරෙන්න හැදුවත්, පවට පින දෙන්න බෑ බං. 🙏""",Neutral,"""කොච්චර මැරෙන්න හැදුවත්, පවට පින දෙන්න බෑ බං. """
"""රනිල්ට සහාය දෙන්න එපා - මෛත්‍රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth https://t.co/c6l0tSSRCAරනිල්ට-සහාය-දෙන්න-එපා-මෛත/""",Neutral,"""රනිල්ට සහාය දෙන්න එපා - මෛත්රී දෙමළ ජාතික සන්ධානයෙන් ඉල්ලයි - Lankatruth"
"""@Annnuza ණයට දෙන්න බෑ මේක 😍""",Neutral,""" ණයට දෙන්න බෑ මේක """
"""RT @milindarj: බ්‍රහස්පතින්දා හවස 6.30ට මම එනවා සිරස 'දවස' දේශපාලන සංවාදයට. #SriLanka #LetMeVote #PresidentialFirst #RiseUpSL @NewsfirstSL…""",Neutral,"""RT බ්රහස්පතින්දා හවස 6.30ට මම එනවා සිරස 'දවස' දේශපාලන සංවාදයට."
"""RT @OshalaHerath: බයියෝ හොඳ නීතිඥ උපදෙස් ලබා ගන්න ඕනේ. රනිල්ට තවත් ජයග්‍රණයක් දෙන්න සහ රටට ආතල් දෙන්න පළවෙනි දවසෙම විසිවෙන නඩුවක් දාලා. #Co…""",Neutral,"""RT බයියෝ හොඳ නීතිඥ උපදෙස් ලබා ගන්න ඕනේ. රනිල්ට තවත් ජයග්රණයක් දෙන්න සහ රටට ආතල් දෙන්න පළවෙනි දවසෙම විසිවෙන නඩුවක් දාලා."
"""පාලක පන්තියෙන් විප්ලවවාදින් පිළිබද නොඅසන්න. සාධාරණ විනිශ්චයක් ඔවුන් වෙත ලබා දෙන්න ♥️ https://t.co/pvUA0hESx8""",Neutral,"""පාලක පන්තියෙන් විප්ලවවාදින් පිළිබද නොඅසන්න. සාධාරණ විනිශ්චයක් ඔවුන් වෙත ලබා දෙන්න"
"""@ShaseraSing @amilaik @RajapaksaNamal පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්""",Hatespeech,""" පට්ට වේසි දැන් පොලිසියෙන් ඉල්ලං කාපන්"""
"""මගේ ලමැද සුව යහනක් ඔබට තනා දෙන්න කියා බවෙන් බවේ පෙරුම් පුරා බලා ඉන්නවා...""",Neutral,"""මගේ ලමැද සුව යහනක් ඔබට තනා දෙන්න කියා බවෙන් බවේ පෙරුම් පුරා බලා ඉන්නවා..."""
"""@Miyuruhansi @lokuscene_ නෑ එ දෙන්න අයියයි නංගියි 😂🤪""",Neutral,""" නෑ එ දෙන්න අයියයි නංගියි """
"""RT @__Banz: කියලා ඉවරකරන්න බැරි මාතෘකාවක් තියනවා. සමහරුන්ට ඇහෙනකොට කිචි වගේ වෙයි. සමහරු ඊයා මේ මොනාද කියන්නෙ කියල අහයි.  නමුත් ප්‍රසිද්ධියේ…""",Neutral,"""RT කියලා ඉවරකරන්න බැරි මාතෘකාවක් තියනවා. සමහරුන්ට ඇහෙනකොට කිචි වගේ වෙයි. සමහරු ඊයා මේ මොනාද කියන්නෙ කියල අහයි. නමුත් ප්රසිද්ධියේ…"""
"""RT @Priyadalalindra: ඉපදීම හිස් කරත්තයකි කාගේ කාගෙත් බෙල්ලේ එල්ලු, අද දවස යනු මතක ගොඩකි ඒ කරත්තය පිරවු, ඒ බර අදින අපි මේ ඇදගෙන යන්නේ ඉසව්වක…""",Neutral,"""RT ඉපදීම හිස් කරත්තයකි කාගේ කාගෙත් බෙල්ලේ එල්ලු, අද දවස යනු මතක ගොඩකි ඒ කරත්තය පිරවු, ඒ බර අදින අපි මේ ඇදගෙන යන්නේ ඉසව්වක…"""
"""ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්‍රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස https://t.co/M8I1NBUzqE""",Neutral,"""ශ්රී ලංකාවේ දේශපාලන අර්බුදය: 'ලෝන්ලි ප්ලැනට්' පළමු තැන ගත් ශ්රී ලංකාවේ සංචාරක කර්මාන්තයේ හෙට දවස"
"""RT @Now_u_see_meeee: අවුරුදු හයකට කලින් අද දවස....""",Neutral,"""RT අවුරුදු හයකට කලින් අද දවස...."""
"""අවුරුදු හයකට කලින් අද දවස....""",Neutral,"""අවුරුදු හයකට කලින් අද දවස...."""
"""අද හොඳම දවස ඔබ එනවානම්! ලිප්ටන් වටරවුමට, 3.30 ට.  සටන් පෙරමුණට.""",Neutral,"""අද හොඳම දවස ඔබ එනවානම්! ලිප්ටන් වටරවුමට, 3.30 ට. සටන් පෙරමුණට."""
"""RT @Its_DHD: පියමැන එන්න අම්මේ... බත්ටික බෙදලා දෙන්න සංසාර සිහිනයේ... මා නුඹේ පුත් කුමරා....""",Neutral,"""RT පියමැන එන්න අම්මේ... බත්ටික බෙදලා දෙන්න සංසාර සිහිනයේ... මා නුඹේ පුත් කුමරා...."""
"""දෙවෙනි සාර්ථක දවස උදෙසා යන ගමන් 🌺🙊""",Neutral,"""දෙවෙනි සාර්ථක දවස උදෙසා යන ගමන් """
"""සීක්‍රට් සැන්ටා එකට ලොකු තෑග්ගක් දෙන්න හොඳ නෑ 😑 අපිට පොඩි දෙයක් ලැබුනොත් අවුරුදු ගානක් දුක්වෙන්න වෙයි 😐😂""",Neutral,"""සීක්රට් සැන්ටා එකට ලොකු තෑග්ගක් දෙන්න හොඳ නෑ අපිට පොඩි දෙයක් ලැබුනොත් අවුරුදු ගානක් දුක්වෙන්න වෙයි """
"""@ExcuzeMiReturn ම්ම්ම් හිතන කෙනාද කියල බලමු. ඉඟියක් දෙන්න 🤗""",Neutral,""" ම්ම්ම් හිතන කෙනාද කියල බලමු. ඉඟියක් දෙන්න """
"""ලාල් කාන්ත උනත් ඇත්තට මූණ දෙන්න ඕන 🙏😅 https://t.co/ZKCBUOJTqB""",Neutral,"""ලාල් කාන්ත උනත් ඇත්තට මූණ දෙන්න ඕන"
"""@__Banz ඔයා දැන් අාවොත්.. ඔයාට කැබිනට් පොසිෂන් එකක් දෙන්න පුලුවන් වෙයි...""",Neutral,""" ඔයා දැන් අාවොත්.. ඔයාට කැබිනට් පොසිෂන් එකක් දෙන්න පුලුවන් වෙයි..."""
"""@HPK892 දෙන්න""",Neutral,""" දෙන්න"""
"""@Wind_Desika පල පල""",Hatespeech,""" පල පල"""
"""ගෙවුණු දවස උණුසුම් කළ පුවත්… #lka #News1st https://t.co/2Nqh2GoPNf""",Neutral,"""ගෙවුණු දවස උණුසුම් කළ පුවත්…"
"""අද ඉතින් හත්වෙනි දවස ජනාධිපති තුමා....  &lt;3 https://t.co/FsHBYueYAH""",Neutral,"""අද ඉතින් හත්වෙනි දවස ජනාධිපති තුමා.... &lt;3"
"""@DJSlash9 @vishiru සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ..""",Hatespeech,""" සී වේසි කියන්නේ මුහුදු හුකන්නිටනෙ.."""
"""2018 දෙසැම්බර් මස 12 වන බදාදා - අද දවස ඔබට කොහොමද?""",Neutral,"""2018 දෙසැම්බර් මස 12 වන බදාදා - අද දවස ඔබට කොහොමද?"""
"""@nthathsaranii මට කේක් දෙන්න""",Neutral,""" මට කේක් දෙන්න"""
"""@chethyaaaa @ItsPaull ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න""",Neutral,""" ඩෙමා මේ නංගිගෙ පස්ස හදල දෙන්න"""
"""@tharu__ ඒකනේ..වැදගත් විදිහට කඹයක් හොයල දෙන්න 🙏🏽""",Neutral,""" ඒකනේ..වැදගත් විදිහට කඹයක් හොයල දෙන්න """
"""@chichiSHL මට දෙන්න""",Neutral,""" මට දෙන්න"""
"""@ItsMeSithu එහෙම සමාව දෙන්න බෑ""",Neutral,""" එහෙම සමාව දෙන්න බෑ"""
"""@SM_Wstar අමතක නෑ ඒ දවස . වොෂෲම් එකෙ දොර හොයාගන්න බැරිව වටේ කැරකුන හැටි 😂😂""",Neutral,""" අමතක නෑ ඒ දවස . වොෂෲම් එකෙ දොර හොයාගන්න බැරිව වටේ කැරකුන හැටි """
"""මගෙ රත්තරන් යාලුවෝ ටික අත උස්සලා හූවක් දෙන්න""",Neutral,"""මගෙ රත්තරන් යාලුවෝ ටික අත උස්සලා හූවක් දෙන්න"""
"""@Gimalka @DeV_DaZ බ්ලඩ් දෙන්න කැමති ද හදිස්සියක් 😟""",Neutral,""" බ්ලඩ් දෙන්න කැමති ද හදිස්සියක් """
"""@dead_mans_creed ඔයා කරලා දෙන්න බංගිට.🤔😂😂😂😂😂 මං වෙන එකෙක් හොයාගන්නවස්""",Neutral,""" ඔයා කරලා දෙන්න බංගිට. මං වෙන එකෙක් හොයාගන්නවස්"""
"""@PoornaCW @Disapamok පල පල ... කෙළ හලන්න ගත්තා මෙතන.""",Neutral,""" පල පල ... කෙළ හලන්න ගත්තා මෙතන."""
"""RT @Indikaliyan78: ජ.වි.පෙ විත්ති..අනුරට උත්තර දෙන්න වෙලාවක් නැතිලු.. https://t.co/OI4kHk04ID""",Neutral,"""RT ජ.වි.පෙ විත්ති..අනුරට උත්තර දෙන්න වෙලාවක් නැතිලු.."
