text,Class
මෙච්චර කාලෙකට ලැජ්ජා නැති පාලකයෝ එමට දැකලා තියනවා විලි ලැජ්ජා නැති එකක් දැක්කාමයි #GoHomeGota,Hatespeech
අර්බුදයන්ට විසඳුම් ඉල්ලා ජනපති නිවස අසල විරෝධතා -විරෝධතාවය පාලනය කිරීමට ... https://t.co/fyQx0Qirc6… https://t.co/SJiSvqKqml,Neutral
"ගෝඨා කෙලව ගත්තේ පාන්දර කරන්ට් එක කපලා 
නිදහසේ නිදාගන්න එකත් නැති උනාම ජනතාවගෙ රතු කට්ට පැන්නා #GoHomeGota… https://t.co/kKzTaVmTGv",Neutral
රට බල්ලට ගියා. දැං බල්ලා ගෙදර යවන වෙලාව. #GoHomeGota,Hatespeech
අට පාස් ආමිකාරයෝ ටික ගෙනල්ලා. 😂 ගූ හතයි නන්දේ. #gohomerajapaksas #GoHomeGota #පලයන්ගෝඨා,Hatespeech
"මේ ඇරඹුනේ ශ්‍රී ලංකාවේ නූතන නිදහස් අරගලයයි! ❤️🇱🇰
#SriLanka #lka #SriLankaCrisis
#EconomicCrisisLK #PowerCutLK… https://t.co/uIiECIWuhu",Neutral
"එදා බලයට එන්න කිව්වා - ආවා,
අද බලෙන් යන්න කිව්වා - යන්න🙏
#SriLanka #lka #GoHomeRajapaksas #GoHomeGota",Neutral
"කැළණියට ඇඳිරි නීතිය දැම්මේ, නයි එයි කියලද? #GoHomeRajapaksas #GoHomeGota",Neutral
"Listen carefully ‘පෝලිමට තියල වෙඩි තියල දාමු’ නැවත වරක් ඔවුන් කුලී හේවායන් වෙමින් පවතී, #GoHomeRajapaksas… https://t.co/M6wIiQmnPQ",Neutral
"යුධ සැලසුම් වලින් යුද්ධය දින්නා කියපු ගෝඨාභය නේද, මේ නුගේගොඩට ඇඳිරි නීතිය දැම්මේ? #ගූගෝඨා #GoHomeGota #GoHomeRajapaksas",Neutral
"රට දැය සමය අඳුරෙන් එළියට නොකොට
සුපසන් හෙටක් තනනට හැකි වේද කාට
රට ගිනි ගෙනැති මොහොතේ නොමවී නිවට
අරගල කරමු, එනමුදු නැ… https://t.co/rnuJ1xeElc",Neutral
"මුතු ඇටයකින් ගලනා උණු කඳුළු කැට
දැක දැක හිඳිනු නොහැකිව එය නොදුටු ලෙස
දරු කැක්කුමත් පපු තුරුලේ ගුලි කොට
මගට පැමිණි ඇ… https://t.co/mhQfpswQcf",Neutral
"කමිල කියන දාර බය්‍යෙක් ස්පේස් එකේ කතා කරකර ඉන්නවා ඒක අහන් ඉන්නවා අනිතුන් ටික. 

හම්මේ ඒකත් ඉතින්. #GoHomeRajapaksas #GoHomeGota",Neutral
ආදරේ කියන්නෙම අරගලයක් 🖤✊#motherlove #GoHomeGota https://t.co/1If2karUXd,Neutral
"කමිල ගේ ස්පේස් එක අද නැද්ද ??

හැමදාම මේ වෙලාවේ තියෙනවා නේ ??? 

#GoHomeGota",Neutral
මොන පක්ශෙක එකෙක්වත් කරේ තියාගන්න හොඳ නෑ දැන්. ඇප නැති වෙන්න කෙලවපු කලින් ආන්ඩුවෙ හිවල්ලු ටික දැන් දත කට මැදන් ඇත්තෙ. #GoHomeGota,Hatespeech
"ජීවන අරගලයට විසඳුම = වෙඩි තැබීම ද?

#GoHomeGota2022 #GoHomeRajapaksas #GoHomeGota https://t.co/wSlclR42Xp",Neutral
කැලනිය ටයර් හංදියෙත් #GoHomeGota,Neutral
"අම්මා!!!

#GoHomeRajapaksas #GoHomeGota https://t.co/9goqPKxz4f",Neutral
අනාගතය වෙනුවෙන් ❤️ #peoplepower #GoHomeGota https://t.co/j2GB4RgYK0,Neutral
"තවත් ගේනවා army එකෙන්.

#GoHomeGota #GoHomeRajapaksas https://t.co/E7fHZ0c8Cy",Neutral
"අර්බුදයක් නිර්මානය කර බලයට පැමිණෙන්නා,අර්බුදයකින්ම විනාශ වී යයි!!!

#GoHomeGota #GoHomeRajapaksas
#EconomicCrisislk #SriLankaCrisis",Neutral
"ඒ අම්මා.. සුවහසක් අම්මාවරු වෙනුවෙනි... ♥️
#GoHomeGota https://t.co/rgBg65JiBP",Neutral
"පිස්සෙක්...
පිස්සෙක්.. 
පිස්..සෙක්.. 
#GoHomeRajapaksas 
#GoHomeGota",Neutral
"ගොඨා : මං අහන්නෙ තාමත් මං වැරදිද 💦

#GoHomeGota",Neutral
"තාම ස ජිවත් වෙනවද ? 
.
.
.
#GoHomeGota",Neutral
"ලංකාවට හරියටම එළිය එන්නේ ස' එලියට යන දවසට යි.
#GoHomeGota",Neutral
ගෝඨාභය රාජපක්ෂගේ ගේ ඉස්සරහටම ගිහිල්ලා #GoHomeGota කියන්න එපා බං! පැනික් වෙලා මොනව හරි වැඩි කරයි. ☺️,Neutral
#GoHomeGota කිය කිය ඉදල ගෙදරට යන පාර හරස් කරපුවාම ඒ මනුස්සය ගෙදර යන්නෙ කෝමද බන් 😉😂,Neutral
"මා දුටු සාර්ථකම ගම සමඟ පිළිසදර. 😍
#MuchLoveMirihana #GoHomeGota",Neutral
"ගෙදර නෙවෙයි මකබෑවිලාම පලයන්, @GotabayaR #GoHomeGota #GoHomeRajapakshas",Hatespeech
"පිස්සෙක් පිස්සෙක් පිස්සෙක් පිස්සෙක් 
#GoHomeGota #GoHomeGota2022 #GoHomeRajapaksas #SriLankaEconomicCrisis",Neutral
"මිරිහානට යං 😌

#GoHomeGota",Neutral
"ගම සමග පිලසඳර දැන් මිරිහානේදී 👍
.
.
.
.
.
.
.
#gogotago #GoHomeGota #economisrilanka #revaluation #SriLankan #NewsFirst #sirasa",Neutral
යකූ අර අපි තමයි මුලින් පාරට බහින්නෙ කියපු උන් ඇත්තටම බැහැලවත්ද? #GoHomeGota #GoHomeGota2022,Neutral
ලංකා ඉතිහාසයේ මෙහෙම දෙයක් වෙලා නෑ... #GoHomeGota #GotaGoHome @gotabayar https://t.co/WbEWsfrMVS,Neutral
ගම සමඟ පිලිසඳරක් #GoHomeGota,Neutral
සත්වෝද්‍යාන වල පාලනය හොඳින් කරගෙන ගිය අධ්‍යක්ශකවරිය උන්ගෙ යූනියන් එකට ඕන විදියට නැති නිසා කැබිනට් තීරණයකින් අස් කරන… https://t.co/lWXoTltIq9,Neutral
#GoHomeGota අපිට විශාල ශබ්දයක් ඇහෙන්නයි යන්නෙ,Neutral
ස' අන්න ගම ඇවිල්ලා පිලිසදරට. එන්න පොඩ්ඩක් එලියට #GoHomeGota #GoHomeRajapaksas,Neutral
"කවුද යකෝ ජනාධිපති තුමා ගෙදර යන පාර හරස් කරලා #GoHomeGota කියන්නේ..
ඔය පාර ඇරපියවු ඒ මිනිහට ගෙදර යන්න 🤣🤣",Neutral
කොන්ද පන තියන හරිහමන් ඇමරික්න් කාරයෙක් විදිහට ගෝඨාභය හෙටම ඉල්ලා අස් වෙන්න ඕනේ.... කිසිම ජනාධිපතිකෙනෙක් මේ වගේ නම්… https://t.co/3CpNI2ugox,Neutral
පීපල් ලොක්කා ඇතුලු පව්ලේ සියලුදෙනා මේ දවස්වල වාසය කරන්නෙ ශැන්ග්රීලා හෝටලේ 😐😐🤚 මිරිහානේ තියෙන්නෙ ගෙදර විතරයි ✌️✌️… https://t.co/Et069XQQa9,Neutral
"සිරස විතරයි ඉතින් සාමාන්‍ය මිනිස්සුන්ට හෙන ගැහැව්වත් ඒක හරි ලයිව් දෙන්ඩ ඉන්නේ.. අනෙක් උන් තාම දන්නෙ නැ වගේ..
නෙදකි… https://t.co/hUYbUUr5Ae",Neutral
"මිරිහානේ කරන්ට් එකත් කපලා තියෙන බයට 😂💔

#GoHomeGota",Neutral
"ජනාධිපතිතුමනි දැන් වත් ඇමරිකාවට පලයන් පව් නොදී

#GohomeGota",Hatespeech
"මිරිහාන පැත්තේ මොකෝ වෙන්නේ...
ගෑස් සිලින්ඩරයක් හරි අරං පලයල්ලා ඒ පැත්තට ගෙදරටම වෙලා ඉන්නෙ නැතුව.. #GoHomeGota #GoHomeRajapakses",Neutral
"ස- සවේ සවේ කෝ මේ සවේ...?

සවේ - ඇයි ඇයි ස මොකක්ද කේස් එක.?

ස - මිරිහාන වටලලා සවේ Tools නැද්ද Tools?

සවේ - මොන Too… https://t.co/EcoGVkSfzL",Neutral
මිරිහානේ ලනු ඉහිරී... naaaice #GoHomeGota,Neutral
"මිරිහානේ ගේ ඉස්සරහ ඔහෝම කෑ ගහන්න එපා! ගෝඨාභය හෘද රෝගියෙක්. මතකනේ, ජනාධිපතිවරණ කාලේ; බෙහෙත් ගන්න නිතරම සිංගප්පූරුවට… https://t.co/TUc5qrZ6sQ",Neutral
"ළඟම සිටින් පොහොට්ටු මන්ත්‍රීගේ ගෙදර වටකරමු!
#GoHomeRajapaksas #GoHomeGota",Hatespeech
දැං නම් GOHOMEGOTA කියලා නෙමේ කෑ ගහන්න ඕනේ උද්දික පුතෝ ගෙදර පලයං කියලා🥴,Hatespeech
"අප්‍රේල් 3 විරෝධතාවය
#GoHomeGota",Neutral
"අභිෂේකා ලස්සනට ලියල තියෙනවා. 
හිතන්න.... 
මේ දුර්දාන්ත පාලකයා ඉවත්කළ යුතුමයි. 
#SriLanka #SriLankaEconomicCrisis… https://t.co/rxrM3AP2I4",Neutral
අප්‍රේල් 03 පුරවැසි නැගිටීම | තනි ව හිටගන්න https://t.co/bBmh9kRWCy via @YouTube #GoHomeRajapaksas #GoHomeGota2022 #GoHomeGota,Neutral
A/l වත් Sorry 8 Pass වත් නැති හරක් රැලක් අවුරුදු ගානක් පාර්ලිමේන්තු යවලා රට මෙහෙමවත් තියෙන එක ගැන සතුටු වෙන්න ඔනේ.… https://t.co/yNAg6Gqm48,Neutral
"මම 3 වෙනිදට තියනවයි කියන විරෝධතාවයට බයයි , මේ රටේ අනාගතය ගැනත් බයයි ,මට මගෙ අනාගතය ගැනත් බයයි .
- 2021 A/L ලියපු… https://t.co/02JKxrzV4U",Neutral
"කූඹියො රියල් වර්ෂන් ඊස් ඔන් ස්ට්‍රීමින්.. බී පේෂන්ට්.. 
😌

#GoHomeGota",Neutral
යුක්‍රේනය අමතකම වෙලා ගියා නේද #GoHomeGota,Neutral
"අප්‍රේල් විසි එක අපරාධය මතින් බලයට පැමිනි මේ ආන්ඩුව අප්‍රේල් විසි එකම ගෙදර යවමු
#GoHomeGota",Neutral
"අදත් වතුර නැ..දැන් දවස් තුනක් එක දිගට..ඔහොම යන් ස"" කෝකාට වාරයක් නමි තිත්තයටත් වාරයක් එයි.අපි එදාට බලමු😬🥴
#GoHomeGota",Neutral
"ආණ්ඩුවේ ඉන්න එකෙක් දෙන්නෙක්ට වටකරලා නෙලනකන් ඕකුන්ට ගානක් නෑ...
#GoHomeGota #GoHomeRajapaksha",Neutral
"#GoHomeGota කියන්නෙ ගෝටාට ගෙදර යන්න කියන එක විතරක් නෙමෙයි. ගෝටා ක්‍රියාත්මක කරන දූෂණය , පවුල් පාලනය, නුසුදුසුන්ට තැ… https://t.co/UfQ66r4xP0",Neutral
"ගෝඨාභය රාජපක්ෂ එලෙව්වා කියමුකෝ, එත් ගේන නායකයා, සජිත් ප්‍රේමදාසද? #GoHomeRajapakshas #GoHomeGota",Neutral
හිතාදර සිරිලංකා වාසීනී 🤚 ඉදිරිකාලයේ පැමිණීමට හැකි සමාජ මාධ්‍ය වාරණය වෙනුවෙන් ඔබගේ වීපීඑන් එක සූදානම් කොට තබාගන්න 🤚🤚… https://t.co/5RcIwwHYL2,Neutral
"එරෙහි විය යුතු තැන නිහඩ විම බරපතල වරදක්!!
#GoHomeGota #GoHomeRajapakses #පන්නමු",Neutral
"සිග්නල් නෑ කරන්ට් නැති වෙලාවට
අද දවසෙම ලෙක්චර්ස් පාඩුයි
මාර කරුමයක්නෙ මේක

#GoHomeGota",Neutral
"සිරිසේනට පෞරුෂත්වයක් නෑ, ගෝඨා කවුරුත් කියන පදේට නටන්නෙ නෑ කියලා කියපු බයියොන්ට දැන් මොනවා හිතෙනවා ඇතිද… https://t.co/SiPyNtQGVo",Neutral
මිනීමරුවො දෙන්නෙක් නිදහස්. හදයි රට පම්කක්. @GotabayaR ගෙදර යනවා අයිසේ.. #GoHomeGota #GoHomeRajapakses #GoHomeGota2022,Hatespeech
"ප්‍රතිචාර දරුණුයි – ජනාධිපතිගේ ෆේස්බුක් ගිණුමේ Comment අක්‍රිය කරයි !

වැඩිදුර විස්තර &gt;&gt;&gt; https://t.co/1G9e3OnaXB… https://t.co/vo6L1LEH4p",Neutral
කණාමැදිරියෙක්වත් වෙන්නේ නෑනේ අම්මපා 😒 #PowerCutLK #GoHomeGota2022 #GoHomeRajapaksha #GoHomeGota https://t.co/VOvGnL43Jp,Neutral
තමන් කැමති පක්ශෙකට ඡන්දය දෙන එක වෙනම දෙයක් හැබැයි 3 වෙනිදට එක එක පක්ශ වලට කඩේ යන එවුන් ඒ ඒ පක්ශ වල නම් ගහගෙන පෝස්ට… https://t.co/AALx7ypCDR,Hatespeech
ඔබේ කොටස කරන්න! ශ්‍රී ලංකාවේ දූෂිත ආණ්ඩුවකට එරෙහිව පුරවැසියන්ගේ විරෝධතාව මිරිහාන ජුබිලි කණුව හන්දියේදී මාර්තු 31 සව… https://t.co/nQ3LsufGql,Neutral
"දවසකට පැය 10,13 වැඩ කරන්න නෑ කියන්නෙ. දවසක පාඩුව ලංකාවේ මුදලින් නම් LKR 19000 විතර. ෆෝන් එකෙන් වැඩ කරන්නම් කියලා ෆෝ… https://t.co/ifRWB9WaHt",Neutral
"දැන් කොලඹ එන්න ලෑස්ති වෙන්න ඕන..
ඇඳුමක් මැද ගන්නත් නෑ. තේකක්වත් බොන්න නෑ. 
#GoHomeGota",Neutral
ලංකාව ගොඩ ගන්න තව එකම එක බලාපොරොත්තුවක් තියෙනවා.@RajapaksaNamal ඇතුලු රාජපක්ශ පවුලේ අයතා ලෙස රැස් කරගත්තාවූ ධනය රාජ… https://t.co/tP0r6lrQeI,Neutral
දැන් කොහමද අමාරුව!? 😂 #GoHomeRajapaksas #GoHomeGota #EconomicCrisisLK https://t.co/OGWIvbWidQ,Neutral
"ඔබ අප්‍රේල් 3 එන්නේ කුමන වාහනයක හෝ වේවා.!!!කලු කොඩියක් ගහගෙන එන්න අමතක කරන්න එපා.. 💪🙏
එන්න බැරි , රාජකාරි අධික නම්.… https://t.co/8zzp5BNsdi",Neutral
අර #GoHomeGota #Colombo Telegram group එකට join වෙලා බැලුවා. අම්මෝ රාජපක්ෂලා ගේ කළු සල්ලි වලින් business කරන එකෙකුත් ඉන්නවා කියහන්කො. 😂😂🤣🤣,Neutral
"කළුවර ආණ්ඩුවට එරෙහිව ඔබේ profile picture එක වෙනස් කරන්න! 

#lka #GoHomeRajapaksas #GoHomeGota #EconomicCrisisLK… https://t.co/nx4YuVlUnc",Neutral
"කූරගලට කරන්ට් තියනවද?
#GoHomeGota",Neutral
"@adaderana @NewsfirstSL @hirunews @liveat8 
ඇත්තටම රටට ආදරෙයිනම් නාකි මෝඩ දේශපාලුවන්ගෙන් voice cut අරගෙන news වල දා… https://t.co/whbyqoc2X4",Neutral
"3 වෙනිදා ට හෙමින් හෙමින් සංවිධානය වෙමින් යන විරෝධතාවයට කොයි වෙලාවේ හරි ""යහපත් රටක් උදෙසා තාරුණ්‍යයේ නායකත්වය"" වගේ උ… https://t.co/moCcVqNfl6",Neutral
"ලක්ෂ ගනන් දිලා computer හදලා දවසට පැය 3/4ක් වැඩකරලා පැය 10ක් 15ක් off කරලා උඩ බලන් ඉන්නවා........
ආධ්‍යාත්මික සුවය… https://t.co/Jumj23fiIH",Neutral
"""රජෙකුගෙ වුණත් වරදට කෑ මොර ගසනු..
මොර දෙන මුවෙහි ලන මී පැණි ඉවත ලනු..
නිවැරදි කරනු බැරි රජු නෙරපා හරිනු..
වරදට කිපෙ… https://t.co/JU6c7FRBRT",Neutral
"ඔබ අප්‍රේල් 3 එන්නේ කුමන වාහනයක හෝ වේවා.!!!කලු කොඩියක් ගහගෙන එන්න අමතක කරන්න එපා.. 💪🙏
එන්න බැරි , රාජකාරි අධික නම්.… https://t.co/Irn4pA9Smt",Neutral
"මේ ඉරිදා (අප්‍රේල් 3) සෑම කඩයකම/ නිවසකම/ආයතනයකම කළු කොඩියක් ඔසවමු.. 🏴
එලියට බහින්න බැරි අම්මලා තාත්තලා.. ගෙදර ඉදන්… https://t.co/V6UbUik22F",Neutral
"වැඩිම උනොත් පැය 24ක් කරන්ට් කපයි එච්චරයි.😌
#GoHomeRajapaksas 
#GoHomeGota",Neutral
"ආපු බස් එක ඩීසල් නැතුව මග නැවතුනා
#GoHomeRajapaksas #GoHomeGota",Neutral
"ෆේස්බුක් වල ජනතාව විරෝධතාවයන් සංවිධානය කරනවා. ඒ ඒ ප්‍රදේශ වල ජනතාව මේ WhatsApp ගෘප් වලට සම්බන්ධ වෙලා බලන්න. 

මෙම ප… https://t.co/Y6cvIHAzaK",Neutral
"මෙහෙම ගියොත් රාජපක්ෂ පවුලට යන්න වෙන්නෙ ගඩාෆි වගේ නැත්නම් රුසියාවේ සාර් රජ පවුල වගේ.... 

#EconomicCrisisLK #lka #GoHomeGota",Neutral
"දැන් හිතා ගන්න පුළුවන් නේද් සිරිමගේ කාලේ උන් සැප ගද්දි, අවු. 7 අපේ අම්මලා තාත්තලා, ආච්චි සීයලා කොහොම දුකක් විඳින්න… https://t.co/lHeg6PtDA7",Neutral
"මෙය මෝඩ ජන්ද දායකන් වන ඔබ විසින් ඇති කරගත් අර්බුදයකි #SriLanka #EconomicCrisisLK #GoHomeRajapaksas #GoHomeGota 
#69",Neutral
"8.20ට ගිහින් 2.40ට ආවා. ​Computer එක ඔන් කරා විතරයි ආය 3.07ට ගියා. පෞ දෙන්නැතුව පලයං හුත්තො බැරිනම් 😒
#GoHomeGota",Hatespeech
"මේවෙලාවේ GRන් හා ආන්ඩුවෙන් රට අරගෙන කාටද දෙන්නේ කවුද කරන්නේ අහන එක හරියට, කොටියකුගේ ග්‍රහනයේ ඉන්න මිනිහෙක්, කොටියා… https://t.co/MnAwfPKuCE",Neutral
"#GoHomeGota

තැන තැන කතා කළා ඇති!

ජනතාව පීඩනයට පත්කරන
පාලකයන්ට එරෙහි
නිහඬ ජනතා විරෝධය

මාර්තු 31 හවස 06:00 ට මාතර… https://t.co/zKrVwfZlRE",Neutral
තෙල් අර්බුධයක් තියන වෙලාවක ඩීසල් ලීටරේට කිලෝමීටර් 5-6 කරන defender වලින් STF guard දාගෙන පාරෙ යන VIP වාහන නවත්තලා… https://t.co/Fvb2koNxgc,Neutral
"Full Tank
ගහපුවාම දැනෙන ආධ්‍යාත්මික සුවය
#පෝලින්ප්‍රාන්තේවැසියෝ 
#GoHomeGota",Neutral
"Full Tank
ගහපුවාම දැනෙන ආධ්‍යාත්මික සුවය
☺️
#පෝලින්ප්‍රාන්තේවැසියෝ 
#GoHomeGota",Neutral
"ලංකාව සමකාසන්න රටක්,
දවසෙ අවම පැය 12ක්, අවුරුද්දට අවම දවස් 340ක් අව්ව වැටෙන රටක්,
හැබැයි හැබැයි අවුරුදු 74ක්ම දෙපිල… https://t.co/weHWKBS5hB",Neutral
ආවේ ඔරකල් සිස්ටම් ගැන කියාගෙන. අන්තිමට ඔරකල් සිස්ටම් එක දුවන්නත් කරන්ට් නෑ. ඇමරිකාවේ පෙට්‍රල් ශෙඩ් වල තෙල් ගහපු එකෙ… https://t.co/drUM61PoS2,Neutral
"ලයිට් කැපීම, ඩීසල් / ගෑස් හිගය මේ රටේ ආර්ථිකයට ගනන් කරන්න බැරි පාඩුවක් දිනපතා සිදු කරනව. අන්තිමට මෙය බලපාන්නෙ බහුතර… https://t.co/NbamgfiNkc",Neutral
"අපිට තවත් මොනවා වෙනකම්ද අපි බලන් ඉන්නේ?
ඇයි අපි පාරට බහින්නේ නැත්තේ?

#EconomicCrisisLK 
#GoHomeGota… https://t.co/IhRvzBXw9H",Neutral
පැය 10ක් කරන්ට් නැති එකේ #GoHomeGota කියල ලියපු තඩි බෝඩ් කෑලි අල්ලගෙන හන්දි ගානේ ඉමුද?,Neutral
"හෙට සිට පැය 10ක් විදුලිය කපයි!
ඒ වෙලාවේ ඇවිත් මේ උද්ඝෝෂණයට එකතු වෙලා එකා වගේ මේ හොර කල්ලිය එලවමු!
ආර්ථික ඝාතක කල්ලි… https://t.co/k7JarV63Lb",Hatespeech
Friends 🧐 #GoHomeGota hashtag එක ඇයි එහෙම බාල්දු කරලා දැම්මේ..මේක මීට වඩා පනගහලා දිවුවොත් නරකද? #SriLanka,Neutral
"පුදුම current කැපිල්ලක්නේ යකෝ මේක​🙂💔ආයිත් ගියා!
#gohomegota",Neutral
"හැමෝම කියන්නේ විල් ස්මිත් ක්‍රිස් රොක්ගේ කණට ගහපු හැටි.

කවුරුත් කියන්නේ නැහැ මම එකසැරේ 69 ලක්ෂයකගේ කණටයි, බඩටයි,… https://t.co/0MIUtUrvqq",Neutral
"පැය 7 කරන්ට් කපනවා.ගානක් වත් නෑ.
තෙල් ගහන්න පෝලිම් වල ඉන්නව. ඒත් ගානක් නෑ.
දහ පාරක් විතර ගෑස් තියෙනවද කියල බලන්න… https://t.co/b3H6r0arQG",Neutral
"ආර්ථික ඝාතක කල්ලියට එරෙහි දැවැන්ත විරෝධතාවය: https://t.co/BsIPmCAalG

රට කාබාසිනියා කළ ජනාධිපති, මුදල් ඇමැති, මහබැං… https://t.co/e1HF4fz4ob",Neutral
"සාටකය සහ ණය! 

#GoHomeRajapaksas #GoHomeGota https://t.co/VcWFYT90Sy",Neutral
"ගෑණී ලෙඩක් හින්දා කොණ්ඩෙ කැපුවම අරූ කරපු විහිළුවට ගහපු එක හරි

#gohomegota 🥴💔",Neutral
"7.30 වෙන්නත් කලින් කැපුවා 😑
#GoHomeGota",Neutral
#RoadToEMF එකේ current කපලා නේ 😂🤦🏾‍♂️ ඵලයන් බන් යන්න @GotabayaR උද්දික පුතා #GoHomeGota #GoHomeRajapksa,Neutral
"පෝට් සිටිය පැත්තෙන් විශාල ශබ්දයක් 
#GoHomeGota #GoGoGohomeGota https://t.co/h4DEduX1DP",Neutral
"Job කරලා සල්ලි හොයලා ගෙවල් හදල , වාහන ගන්න හිටිය අපි. ජීවිතේ හොඳම කාලේ මාරම ලස්සනට ගෙවිලා යනවා ..! #GoHomeGota",Neutral
"ආර්ථික ඝාතක කල්ලියට එරෙහි දැවැන්ත විරෝධතාවය.

රට කාබාසිනියා කළ ජනාධිපති, මුදල් ඇමැති, මහබැංකු අධිපති ඇතුළු 
මුග්ධ… https://t.co/zOnLMyIoTo",Neutral
"එකතු වෙලා එළවමු දැන් ඉවසුවා ඇති - 43 තරුණ සේනාංකය වීදි බසියි
https://t.co/wKq2goPSyn
#GoHomeGota… https://t.co/eOGUO5BS3j",Neutral
"රාජපක්ෂවරුන්ට කියන්නේදැං පලයං ඇමරිකාවේ... සජබ විරෝධයෙන් උණුසුම් වුණ වත්තල
https://t.co/uui0HBAk89
#GoHomeGota… https://t.co/VoZeT0IWwK",Hatespeech
"ගෝඨෝ, බැසිලෝ, මහින්ද, නාමලෝ අපි උඹලා බෙල්ලෙන් අල්ලලා එළියට දානවා - හරීන් වත්තල දෙවනත් කරයි උඹලට තව කාලයක් නැහැ… https://t.co/KB4r05ymgv",Neutral
"ආර්ථික ඝාතක කල්ලියට එරෙහි
දැවැන්ත විරෝධතාවය.
රට කාබාසිනියා කළ ජනාධිපති, මුදල් ඇමැති, මහබැංකු අධිපති ඇතුළු 
මුග්ධ හො… https://t.co/Wh5t7YpelH",Neutral
"මක් කරන්නද දෙයියන්නේ තුන්සීයා පැන්නුවා ලීටරේ 😂😂😂😂
මරු සින්දුව
#lka #GoHomeGota #EconomicCrisisLK… https://t.co/JfM5qyfUzg",Neutral
"මුලින්ම 500 වෙන්නෙ petrol ලීටරේද? ඩොලර් එකද? 🤔

#GoHomeRajapaksas #GoHomeGota",Neutral
"ඉතිං යකෝ ඇමරිකවේ ගෑස් නැති උනා කියලා ලංකාවෙත් නැති වෙන්න ඕනෙද?😂💔
#gohomegota https://t.co/oPGj7CVnYI",Neutral
යකෝ තෝ @GotabayaR #gohomegota මෝඩ විතරක් නෙවෙයි කාලකන්නි හාල්පාරුවෙක්. https://t.co/nffYTMyYXX,Hatespeech
ලාංකික වත්මන් ගැටලු ප්‍රපංචයන්ට විසදුම් සෙවිම අතරතුර ජනතාව තම දේශපාලන භුමිකාව බුද්ධිමත්ව ක්‍රියාත්මක කල යුතුය!!!… https://t.co/1ASvDfSNgB,Neutral
නිරැපමා නැන්දගෙ පැන්ඩොරා සලිලි වල බදු මුදලවත් ආන්ඩුවට ගෙවන්න කැපකිරිමක් කරල පෙන්නන්න නිපුන. අපි කැපකරා හොඳටම ඇති.… https://t.co/pisYUk0Thq,Neutral
@RajapaksaNamal අකුලගෙන ගෙදර පලයන් හුත්තෝ @GotabayaR @PresRajapaksa පාරකට නම් බහින්න එපා පුතේ ඇට දෙක ගලවලා අතට දෙනවා බල බලා යන්න,Neutral
"මෙ තරම් කක්කා ගාගත්ත ජනාධිපති කෙනෙක් ලංකාවේ උන්නේ නෑ , දැන්වත් පලයන් 👈",Hatespeech
"ගෙදර ලඟට ගිහින් go home කියන්නේ ඇමරිකාවට පලයන් කියලා බන්. උන්ගෙ ගෙවල් එහේ.

#GoHomeRajapaksas",Neutral
"සුදු නෝනා....!

අදත් මට හොදටම වැඩී.....

පාර බලන් පලයන්
ඉදියොත් මම 
පිස්සෙක් වී වැටී...

උබටත් දැනෙයි
පිස්සුවෙන් ව… https://t.co/joeVgJvPwY",Neutral
"ස්පෝට්ස්, ආණ්ඩුවට බනින උන්ට බනිනව, මාධ්‍යයවේදීන්ට බනිනව, අනිත් උන්ගෙ වහල්කම හොයනව. හැබැයි මේ ප්‍රබුද්ධයන්ට උන් කාලය… https://t.co/jdgs0WZ3iv",Neutral
"කරන්ට් නෑ. සිග්නල් නෑ. ගෑස්, ඩීසල්, පෙට්‍රල් නෑ. 
ජොබ් කරන්න නෑ. පොඩි බිස්නස් කරන්න නෑ. කෑම බීම නෑ. බඩුමිල දරාගන්න… https://t.co/S3aKeRGIf1",Neutral
දැන්වත් පලයන් වද නොදී. පුදුම කරැමයක් තොපිල..😡😡 #GoHomeRajapaksas #GoHomeGota2022,Hatespeech
මැරිලා පලයන් තොපි! හෙට පැය 13 🤬 https://t.co/E23qmiFQoU,Hatespeech
"මචන් බාප්පලා සහ තාත්තා ට කියපන් කෝ ගෙදර යන්න කියලා - උබත් පලයන් @RajapaksaNamal
Note: මට මොකක් හරි උනානම් කට්ටිය… https://t.co/KJ9ucMjVhJ",Hatespeech
ගෙදර පලයන් හුත්තො @GotabayaR @PresRajapaksa #PowerCutLK,Hatespeech
@GotabayaR ගෙදර පලයන් මූසලයෝ පව් නොදී 🤬,Hatespeech
"දැන්වත් පව් නොදී පලයන් Utto… 

#GoHomeGota2022 #පන්නමු #ගොංටා #පිස්සුපුටිං #බයියෝ #බයිcursed",Hatespeech
"Thank you රාජපක්ෂ ෆැමිලි ඔයාලගේ Amazing සෞභාග්‍යය දැක්මට 🖕

ගෙදර පලයන් ඕයි
මේ රට තවත් කන්නේ නැතුව. 🤮",Neutral
"ඇත්තට පුදුම අසහනකාරයො ඉන්න රටක් බං මේක..
මොකෙක් හරි ⁣මොනවහරි වැඩක් කරගෙන යද්දි රිපෝට් ගහලා, නැති තැන බැනලා අන්න අර… https://t.co/ykQeTrZScb",Neutral
මුලු රටම @GotabayaR @PresRajapaksa @RajapaksaNamal @RealBRajapaksa ලට ගැහුවා ඇති පලයන් කියද්දී ඊයේ මුලු රටම… https://t.co/hdC1kd9HYQ,Neutral
